whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_score
1,1,2,1,1,1,1,1,2,2,4,2,1,10,1,0.2288
2,1,2,2,3,3,3,1,1,2,5,3,2,26,3,0.9439
2,3,2,2,3,3,3,1,3,2,5,3,2,34,2,0.9635
1,2,1,1,2,2,2,0,0,1,1,4,1,24,1,0.1224
2,1,1,1,3,3,3,1,1,2,4,3,2,25,3,0.9238
1,2,2,2,1,3,3,1,1,2,5,2,2,8,2,0.7764
3,3,2,3,3,1,1,1,3,3,2,1,3,26,2,0.8594
3,2,2,3,3,1,1,1,3,3,2,2,3,25,3,0.9074
3,3,2,3,3,3,3,1,3,2,5,1,3,28,3,0.9873
2,2,1,2,2,1,1,1,3,1,3,3,2,14,2,0.7724
1,3,2,2,2,2,1,1,2,3,2,1,2,21,1,0.3802
2,1,2,2,3,3,3,1,1,2,4,3,2,33,3,0.8794
2,1,2,1,3,1,3,1,1,3,2,3,2,35,2,0.5007
1,1,1,1,2,2,1,1,1,1,1,4,1,19,1,0.1207
2,2,2,2,1,3,2,1,1,2,5,3,2,2,3,0.9648
2,3,2,3,2,1,1,1,3,3,2,1,3,13,3,0.9065
3,2,2,3,3,3,3,1,1,2,5,3,2,34,1,0.8107
2,3,2,3,2,1,1,1,2,2,4,2,3,14,2,0.9018
2,3,3,3,3,2,3,1,3,2,4,3,3,26,3,0.9826
2,2,2,2,3,3,1,1,2,2,5,3,2,33,1,0.7678
2,1,2,2,3,3,2,1,3,2,4,2,2,25,2,0.7562
2,2,1,2,3,3,2,1,1,2,4,2,2,34,3,0.9209
2,1,2,1,1,1,3,1,1,2,4,3,2,8,2,0.6577
1,1,1,1,2,2,2,0,0,1,1,4,1,17,1,0.0742
2,2,2,2,3,3,3,1,1,2,5,2,2,32,3,0.9598
2,3,2,2,2,2,2,1,3,2,4,2,3,13,1,0.8253
2,2,2,2,3,3,3,1,1,2,5,2,2,25,2,0.9206
3,1,3,2,3,3,3,1,3,3,2,1,2,26,1,0.3749
1,1,1,1,3,1,1,1,1,1,3,2,1,32,1,0.1887
3,1,2,3,3,3,1,1,1,3,2,2,2,34,1,0.2405
2,1,2,2,3,3,3,1,2,2,4,1,2,34,1,0.339
1,1,3,2,1,1,1,0,0,2,4,3,2,5,1,0.1653
1,3,1,2,2,2,2,1,2,1,3,3,2,24,2,0.7682
3,2,2,2,3,1,1,1,2,2,4,2,2,28,3,0.9613
2,1,2,2,1,3,3,1,1,2,4,3,2,11,2,0.6068
2,2,3,3,3,2,2,1,2,2,4,2,2,34,2,0.7957
3,2,2,3,3,3,3,1,3,2,5,2,3,34,1,0.7765
1,1,1,1,2,2,2,1,1,1,3,1,1,17,1,0.1623
3,2,2,3,3,3,3,1,1,2,4,1,3,25,2,0.8729
2,1,1,1,3,1,3,1,1,2,4,2,1,35,2,0.6454
2,2,2,2,3,1,1,1,3,2,5,3,2,34,1,0.7452
3,2,3,3,1,1,2,1,2,3,2,1,3,8,1,0.3153
3,2,2,3,3,3,3,1,1,2,5,1,2,26,2,0.9188
3,2,2,3,3,3,1,1,2,2,4,2,3,26,2,0.8911
2,1,2,2,3,3,2,1,1,2,4,3,2,28,1,0.5111
2,2,2,2,3,2,2,1,1,3,2,1,2,34,1,0.3106
1,1,1,1,3,2,3,1,1,1,1,1,1,29,1,0.0852
1,1,1,1,3,3,3,0,0,1,1,3,1,29,1,0.077
2,2,2,2,1,1,1,1,3,3,2,1,2,11,2,0.4648
1,1,1,1,1,1,1,0,0,1,1,2,1,5,1,0.0346
2,3,1,2,3,3,3,1,1,2,5,4,2,34,3,0.9878
2,1,2,1,1,1,1,1,1,3,2,2,2,9,1,0.1561
3,1,3,3,3,3,3,1,3,2,4,2,3,36,1,0.4617
3,3,2,3,3,3,3,1,1,3,4,3,3,34,3,0.9829
1,2,1,1,2,3,2,1,1,1,1,4,1,24,1,0.2274
2,2,2,2,3,1,1,1,2,2,5,3,2,34,3,0.9596
3,2,2,2,3,3,1,1,3,2,4,2,2,28,3,0.9677
1,1,2,1,1,1,2,1,2,2,5,4,1,5,2,0.7589
2,2,2,2,3,1,2,1,1,3,2,4,2,28,2,0.7825
1,1,2,1,1,1,1,0,0,3,2,1,1,5,1,0.0557
1,1,2,1,1,3,1,1,2,3,2,1,2,6,1,0.111
2,3,2,2,3,1,2,1,1,2,5,1,2,26,3,0.9813
1,1,1,1,3,3,3,1,1,1,1,3,1,36,1,0.1038
2,3,2,2,3,2,2,1,2,2,4,1,3,28,2,0.9132
2,2,2,2,3,1,1,1,1,3,2,2,2,32,1,0.366
3,2,1,2,3,3,3,1,3,2,4,2,2,34,3,0.9564
3,3,2,3,3,3,3,1,1,2,4,3,3,26,3,0.9875
1,3,2,2,2,2,2,1,2,1,3,3,2,23,2,0.7926
1,3,2,2,2,2,2,1,3,1,1,3,1,19,2,0.6693
2,2,2,2,3,1,1,1,1,1,3,3,2,33,1,0.4895
3,3,2,3,3,1,3,1,2,3,2,4,3,28,3,0.9728
1,1,1,1,2,1,1,1,1,1,3,3,1,20,1,0.1991
1,1,2,1,1,1,1,0,0,2,4,1,1,9,1,0.1036
1,1,1,1,2,2,2,1,1,1,3,2,1,17,1,0.1999
1,1,2,1,1,3,3,1,1,2,5,1,2,10,3,0.7779
2,2,2,2,1,2,1,1,1,2,4,2,2,2,1,0.5787
1,1,1,1,3,1,1,1,1,1,3,4,1,31,1,0.2892
2,1,2,2,1,3,3,1,2,2,5,3,2,10,2,0.7355
2,1,1,1,3,1,1,1,2,1,3,3,1,35,2,0.5631
1,1,3,2,1,3,3,1,2,2,5,1,2,10,2,0.5325
2,1,2,2,1,1,3,1,2,2,4,3,2,10,2,0.6017
3,2,2,3,3,3,3,1,1,2,4,3,3,34,3,0.955
1,1,2,1,1,1,1,1,1,3,2,3,1,2,1,0.1843
2,2,2,2,3,1,1,1,3,2,5,4,2,27,3,0.9788
2,1,2,2,3,3,3,1,1,2,5,1,2,35,2,0.6862
3,2,2,3,3,3,1,1,2,2,5,1,3,28,3,0.9646
3,3,2,3,3,3,3,1,3,2,5,2,3,34,3,0.9867
2,1,2,2,1,3,3,1,2,2,5,3,2,9,1,0.4994
1,1,1,1,1,2,1,1,1,1,3,1,1,8,1,0.1167
2,2,2,2,3,3,3,1,2,2,5,1,2,34,2,0.858
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0.0675
2,2,1,2,3,3,3,1,3,2,5,3,2,25,1,0.839
3,1,2,2,3,3,3,1,3,2,4,1,2,34,3,0.8827
1,1,2,1,1,3,3,1,2,2,4,2,1,11,2,0.5062
1,2,1,1,2,3,3,1,1,1,1,4,1,19,1,0.2835
3,1,3,3,3,1,1,1,1,3,2,2,3,30,1,0.2587
1,1,2,1,1,1,2,1,2,2,4,2,2,9,1,0.2332
3,3,2,3,3,3,3,1,2,3,2,3,3,25,3,0.9735
2,2,2,3,3,2,2,1,3,2,4,3,3,34,2,0.8191
2,1,2,2,3,1,1,1,3,2,4,3,2,36,2,0.6588
2,1,1,1,3,3,3,1,2,1,3,1,2,25,3,0.8135
1,1,1,1,3,3,3,1,1,1,1,3,1,31,1,0.1298
1,1,2,1,1,3,1,1,2,2,5,3,1,3,2,0.7464
1,1,2,1,1,1,1,1,2,2,4,2,2,5,1,0.2629
3,1,1,2,3,3,1,1,3,3,2,1,3,25,3,0.7946
2,2,2,2,3,1,1,1,3,3,4,3,2,28,3,0.9584
2,3,2,2,2,2,2,1,1,1,3,3,2,24,2,0.8469
1,1,2,1,1,1,1,1,1,2,4,2,2,9,1,0.2159
1,3,1,2,2,2,3,1,2,1,3,4,2,15,1,0.7056
1,1,3,2,1,1,1,0,0,2,4,2,2,10,1,0.1065
1,1,2,1,1,1,1,1,2,3,2,2,2,8,1,0.1134
3,1,3,3,3,3,3,1,1,3,2,4,3,36,1,0.3468
3,2,2,2,3,3,2,1,3,3,2,2,3,28,2,0.8058
1,2,2,2,2,3,3,1,2,2,5,1,2,24,3,0.8918
3,3,2,3,3,3,3,1,3,2,5,3,3,26,3,0.9931
2,2,2,2,3,3,3,1,1,2,5,2,2,27,1,0.7814
1,2,1,1,2,2,2,1,2,1,1,3,1,24,2,0.3992
2,3,2,3,2,1,1,1,3,3,2,1,3,14,3,0.9022
3,2,3,3,3,3,2,1,2,3,2,1,3,25,3,0.9034
2,3,2,2,2,2,3,1,2,1,3,4,2,23,1,0.7386
2,3,1,2,2,2,2,1,2,1,3,4,2,24,2,0.8731
2,3,1,2,2,2,2,1,1,1,3,4,2,19,1,0.7406
1,1,1,1,1,1,1,0,0,1,1,3,1,7,1,0.0401
1,2,1,1,2,2,2,1,2,1,1,4,1,19,1,0.2733
3,1,3,3,3,3,3,1,3,2,4,2,3,32,1,0.5122
1,1,1,1,3,3,3,0,0,1,1,3,1,36,1,0.0553
1,1,1,1,2,2,2,0,0,3,2,2,1,19,1,0.0777
3,2,3,3,3,1,1,1,1,3,2,2,3,25,3,0.9056
1,2,2,2,2,1,3,1,2,2,4,3,2,14,3,0.925
2,3,1,2,2,2,3,1,2,1,3,4,2,23,1,0.7204
1,3,1,2,2,2,2,0,0,1,1,1,2,24,2,0.2665
1,1,1,1,3,1,1,1,1,2,4,1,1,35,1,0.2152
1,2,1,1,2,2,2,0,0,1,1,4,1,24,2,0.2904
2,1,2,1,1,3,3,1,2,2,5,2,2,7,2,0.7534
2,2,2,2,3,3,2,1,1,3,2,3,2,25,3,0.9155
2,2,2,2,3,1,1,1,2,3,2,1,3,33,2,0.5524
2,2,1,2,3,3,3,1,1,3,2,2,2,34,2,0.6336
1,3,1,1,2,2,2,0,0,1,3,4,1,16,1,0.5761
2,1,2,1,1,3,3,1,2,2,4,3,2,8,2,0.6982
1,1,2,1,1,1,2,1,2,3,2,1,2,9,2,0.224
1,1,1,1,2,2,2,0,0,1,1,3,1,19,1,0.0532
2,1,3,2,1,3,3,1,1,2,4,2,2,10,1,0.32
2,2,2,2,3,3,3,1,3,2,4,1,2,28,1,0.646
3,1,3,3,3,3,3,1,1,3,2,1,3,32,1,0.2326
3,1,2,3,3,3,2,1,2,3,2,1,3,29,1,0.246
2,3,2,3,2,3,3,1,2,3,2,3,3,22,3,0.9229
1,1,2,1,1,1,1,1,1,2,4,2,1,5,1,0.2652
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
2,1,2,1,3,1,1,1,2,2,4,3,2,35,1,0.4433
2,2,2,2,3,3,1,1,1,3,2,3,2,35,3,0.8622
2,2,2,2,1,1,1,1,1,2,4,1,2,10,1,0.3999
1,1,2,1,1,1,1,0,0,2,4,2,1,8,1,0.1355
1,2,2,2,1,3,3,1,3,2,5,3,2,8,2,0.8338
2,2,2,2,3,3,3,1,1,2,4,2,2,28,3,0.9475
1,2,1,1,2,3,3,1,1,1,1,4,1,24,1,0.235
1,2,3,2,1,1,1,1,2,2,4,2,2,9,1,0.3944
1,1,2,1,1,1,1,0,0,2,4,1,1,9,2,0.2532
2,1,2,2,1,1,2,1,3,3,2,1,2,11,1,0.1108
2,2,2,2,3,3,3,1,1,2,5,4,2,25,1,0.868
1,1,1,1,3,3,3,0,0,1,1,3,1,31,1,0.0702
2,1,2,2,1,3,1,1,1,2,5,3,2,11,1,0.4388
3,2,2,2,3,1,3,1,3,3,2,2,2,26,3,0.9297
2,3,2,2,3,3,3,1,3,2,5,1,2,25,3,0.9865
3,1,1,3,3,3,3,1,2,2,4,1,3,25,3,0.8869
2,2,2,2,1,1,1,1,2,2,4,2,2,10,2,0.7273
2,3,1,2,3,3,1,1,2,3,2,3,3,25,2,0.8878
1,1,1,1,1,1,1,0,0,1,1,3,1,7,1,0.0401
2,1,2,2,1,1,3,1,3,2,5,1,2,10,2,0.6089
2,2,2,2,3,3,2,1,1,2,5,2,2,25,3,0.9702
2,3,1,2,2,2,3,1,3,1,1,3,2,18,1,0.5097
2,2,2,2,3,3,1,1,3,2,4,1,2,32,1,0.5777
1,1,2,1,1,1,1,0,0,3,2,1,1,8,2,0.1295
2,2,2,2,1,3,3,1,3,2,5,4,2,3,2,0.9306
2,3,2,2,2,2,2,1,2,1,1,3,2,23,1,0.4448
3,2,2,3,3,3,3,1,2,3,4,4,3,28,3,0.9772
2,2,2,2,1,3,1,1,2,2,5,3,2,8,2,0.8751
3,2,1,3,3,3,3,1,2,2,4,2,3,25,3,0.9616
2,3,2,3,2,2,2,1,3,2,4,4,3,22,3,0.9724
2,2,2,2,3,2,2,1,3,2,4,1,2,35,3,0.9082
3,3,2,3,3,1,1,1,3,2,4,1,3,26,3,0.9773
2,2,2,2,1,3,3,1,1,1,3,3,2,9,1,0.4494
1,1,2,1,1,1,1,0,0,2,5,1,1,2,2,0.4388
2,2,2,2,3,3,1,1,3,2,4,3,2,34,2,0.8577
1,3,1,2,2,2,2,1,1,1,3,3,2,19,1,0.5788
2,2,2,2,3,1,1,1,2,2,5,1,2,26,3,0.9554
2,1,2,2,1,3,3,1,3,2,4,1,2,3,3,0.8205
1,2,1,1,2,1,1,1,1,1,1,4,1,24,1,0.1986
1,2,2,2,1,3,3,1,2,3,2,1,2,11,1,0.1771
2,1,2,2,3,1,1,1,3,2,4,4,2,26,3,0.9237
3,2,3,3,3,3,1,1,3,3,2,2,3,29,1,0.5372
2,3,2,3,2,3,3,1,1,2,5,1,3,23,2,0.8954
3,2,2,3,3,3,3,1,2,2,5,4,3,28,2,0.9559
3,1,2,2,3,3,3,1,1,3,2,3,2,32,1,0.3746
1,1,2,1,1,3,3,1,1,2,5,3,1,2,1,0.5207
2,2,2,2,3,3,3,1,3,2,4,1,2,26,2,0.8555
2,2,2,2,3,3,3,1,1,3,2,2,2,25,3,0.8976
1,1,3,2,1,1,1,1,1,3,2,1,2,10,2,0.1828
2,1,2,1,3,3,3,1,2,2,4,2,2,35,1,0.4335
3,1,3,3,3,1,1,1,1,3,2,2,3,30,1,0.2587
3,2,3,3,3,1,1,1,3,3,2,2,3,28,1,0.5177
3,2,2,3,3,2,3,1,1,2,4,3,3,30,3,0.9606
2,3,3,3,1,2,1,1,1,3,2,1,3,4,2,0.7109
3,3,2,3,3,2,2,1,3,2,4,2,3,25,2,0.9567
3,3,2,3,3,3,3,1,1,2,4,1,3,28,2,0.9361
1,3,1,2,2,2,2,1,1,1,1,4,2,24,1,0.3444
3,1,1,2,3,3,3,1,2,2,5,2,2,28,2,0.862
2,2,2,2,1,3,3,1,1,2,4,2,2,9,2,0.7666
1,2,2,1,2,3,3,1,1,3,2,4,2,18,1,0.4518
1,1,2,1,1,1,1,0,0,2,5,2,1,9,1,0.1944
1,2,2,2,2,2,2,1,3,1,3,1,2,23,2,0.4952
2,2,2,2,3,3,3,1,1,1,3,2,2,26,3,0.9186
1,1,1,1,3,3,3,1,1,1,1,4,1,31,1,0.1614
3,2,2,2,3,1,1,1,1,2,5,3,2,26,3,0.9819
3,2,1,2,3,2,2,1,1,3,4,3,2,34,1,0.7424
3,2,2,3,3,3,3,1,1,2,5,2,3,26,3,0.9756
1,1,3,2,1,1,1,1,2,3,2,2,2,8,1,0.1033
2,1,2,2,1,1,1,1,3,2,5,3,2,11,1,0.4351
2,2,2,2,1,3,3,1,3,1,3,1,2,10,3,0.8181
1,1,1,1,2,2,2,1,1,1,1,3,1,19,1,0.1
2,2,2,2,3,2,2,1,1,3,4,4,2,28,3,0.9672
1,1,2,1,1,3,3,1,1,2,5,1,1,10,1,0.3036
2,3,2,2,2,1,1,1,2,2,4,1,2,13,3,0.9662
2,1,2,2,3,3,1,1,3,2,5,1,2,33,1,0.4591
1,1,2,1,1,1,1,0,0,3,2,1,1,5,1,0.0557
3,3,1,3,3,3,3,1,3,2,4,1,3,28,3,0.9777
1,2,2,1,2,2,2,1,1,1,3,3,1,19,1,0.4419
1,1,2,1,1,1,1,1,1,2,4,1,1,9,1,0.1861
1,1,1,1,1,1,1,1,1,1,1,3,1,12,1,0.0604
3,2,2,3,3,3,3,1,3,2,4,1,3,26,1,0.7139
2,2,2,2,1,1,2,1,1,2,4,1,2,10,2,0.671
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0.0315
1,1,1,1,1,1,3,1,1,1,1,3,1,7,1,0.0827
2,2,2,2,3,3,3,1,3,2,5,1,2,33,2,0.8706
1,1,1,1,1,3,3,1,1,1,1,2,1,7,1,0.0736
2,1,2,2,1,3,3,1,2,2,5,4,2,2,2,0.8431
1,1,3,2,1,3,3,1,2,2,4,2,2,10,1,0.2362
1,1,2,1,1,1,3,1,2,3,2,3,1,11,1,0.1418
1,2,2,2,1,3,3,1,1,3,2,2,2,8,2,0.4722
1,1,1,1,1,2,1,1,1,1,1,4,1,7,1,0.1021
2,2,2,2,3,3,1,1,1,1,3,2,2,27,2,0.7706
2,2,2,2,1,2,2,1,1,3,2,3,2,1,2,0.704
2,1,2,2,1,1,1,1,2,3,2,1,2,8,1,0.116
1,1,1,1,3,3,3,0,0,1,3,2,1,29,1,0.145
2,1,2,2,1,3,3,1,1,2,5,1,2,11,2,0.6004
1,1,1,1,1,2,2,1,1,1,1,4,1,12,1,0.0844
1,2,2,2,2,2,3,1,1,1,1,2,1,23,1,0.141
1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0.0666
2,1,3,2,1,1,1,1,2,2,4,4,2,10,1,0.4007
1,1,1,1,2,3,3,1,1,1,1,4,1,19,1,0.1375
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
1,1,1,1,3,1,1,1,1,1,1,2,1,31,1,0.0854
2,1,2,2,1,3,3,1,2,3,2,2,2,6,2,0.405
3,3,2,3,3,2,2,1,3,2,4,3,3,26,2,0.9644
3,3,3,3,3,2,2,1,2,2,4,1,3,25,2,0.9467
1,1,1,1,1,1,2,1,1,1,1,4,1,12,1,0.0796
3,2,2,2,3,3,3,1,2,2,4,1,2,34,3,0.9463
2,1,2,2,3,3,3,1,1,2,5,3,2,32,1,0.5906
1,1,1,1,1,3,3,1,1,1,3,3,1,8,1,0.2034
2,3,2,3,2,2,2,1,1,2,4,2,2,22,2,0.8734
2,2,2,2,1,3,3,1,1,2,5,1,2,3,2,0.8481
1,1,1,1,1,3,3,1,1,1,1,4,1,7,1,0.1167
1,1,2,1,1,1,3,1,2,2,4,2,2,1,1,0.3224
3,3,2,3,3,3,3,1,1,2,4,1,3,28,3,0.9772
1,1,1,1,2,2,2,1,1,1,1,4,1,19,1,0.1253
1,1,1,1,3,3,3,1,1,1,3,1,1,29,1,0.2065
2,3,2,2,2,3,2,1,1,2,4,2,2,13,3,0.9764
2,3,2,2,2,2,2,1,1,1,3,4,2,23,1,0.7189
1,1,3,2,1,1,1,0,0,2,4,2,1,9,1,0.1184
2,3,2,2,2,2,2,1,3,3,2,1,3,14,3,0.9259
3,3,1,2,3,3,3,1,2,3,2,1,3,30,3,0.9501
2,1,2,1,3,3,3,1,2,2,4,1,2,34,3,0.843
1,1,2,1,1,1,1,1,2,2,5,1,1,9,2,0.5346
3,2,2,3,3,3,2,1,3,3,2,2,3,34,1,0.4618
2,1,2,2,3,1,3,1,2,2,5,3,2,26,3,0.9399
1,1,3,2,1,1,2,1,2,3,2,2,2,7,1,0.1123
2,1,1,2,3,1,1,1,3,1,3,3,2,28,3,0.8139
1,1,3,1,1,1,1,0,0,3,4,3,1,8,1,0.1951
2,1,2,2,3,3,1,1,3,2,5,3,2,33,1,0.5852
2,1,3,2,1,3,1,1,3,2,4,3,2,8,1,0.4086
3,2,2,3,3,3,3,1,3,3,2,3,3,30,1,0.5857
2,1,2,2,1,1,3,1,1,2,4,2,2,9,2,0.5379
3,1,2,3,3,3,3,1,3,2,4,2,3,32,1,0.4891
1,3,1,2,2,2,2,1,1,1,3,3,2,23,1,0.5289
1,1,1,1,3,3,3,0,0,1,1,4,1,31,1,0.0887
1,1,2,1,1,1,2,1,2,3,2,2,2,5,1,0.1345
2,3,2,3,2,3,3,1,3,3,2,1,3,13,3,0.9232
3,1,2,3,3,1,1,1,2,2,4,2,3,29,1,0.4593
3,3,3,3,3,2,2,1,2,3,2,1,3,28,2,0.8643
3,2,2,3,3,3,3,1,2,3,2,1,3,36,1,0.3722
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
1,3,1,2,2,2,2,1,2,1,1,2,2,19,2,0.5581
1,1,1,1,3,3,3,0,0,1,3,3,1,31,1,0.1651
1,1,1,1,1,1,3,1,1,1,3,1,1,8,1,0.1189
2,2,3,2,1,1,1,1,3,2,4,2,2,9,1,0.5262
2,1,3,2,1,1,1,1,3,3,2,2,3,10,1,0.1422
2,2,2,2,3,3,1,1,1,2,5,2,2,26,3,0.9674
2,2,2,2,3,3,3,1,1,2,4,3,2,34,2,0.8543
2,3,2,2,3,1,1,1,3,2,4,1,2,32,3,0.9625
2,2,1,2,3,3,3,1,1,3,2,4,2,26,2,0.8116
2,3,2,2,2,2,2,1,3,1,1,1,2,19,1,0.3844
1,2,2,2,1,1,1,1,1,2,5,2,2,10,3,0.8813
1,2,2,2,2,3,3,1,1,2,5,3,2,21,1,0.6365
2,2,1,2,3,1,1,1,2,2,4,2,2,32,1,0.5719
2,3,2,2,2,2,2,1,3,2,4,2,3,22,3,0.9626
1,1,1,1,1,1,3,1,1,1,1,4,1,12,1,0.0828
1,1,3,2,1,1,1,0,0,3,2,1,2,8,1,0.0409
2,2,1,1,2,2,3,1,2,1,1,3,1,19,2,0.5899
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0.0315
3,2,2,3,3,1,1,1,1,2,4,2,3,26,3,0.9522
2,1,2,2,3,3,3,1,3,2,5,4,2,32,1,0.6758
2,1,2,2,3,1,1,1,3,2,4,3,2,34,3,0.8624
2,1,2,1,1,3,3,1,1,2,5,3,1,10,1,0.5386
1,2,1,1,2,2,2,1,2,1,3,1,1,23,2,0.5241
3,1,2,3,3,3,1,1,1,3,4,2,2,34,1,0.4535
2,2,2,2,3,3,1,1,2,2,4,2,2,34,3,0.9283
3,2,2,3,3,1,1,1,2,3,2,2,3,25,3,0.9025
1,2,2,2,2,1,1,1,2,2,5,4,2,14,2,0.8896
3,2,2,2,3,3,3,1,1,2,4,3,2,34,1,0.763
2,3,1,2,2,2,2,1,1,1,3,4,2,18,2,0.898
2,2,2,2,1,1,3,1,2,2,5,2,2,9,3,0.9355
3,3,3,3,3,1,3,1,2,2,4,1,3,34,3,0.97
1,1,2,1,1,1,1,0,0,3,2,2,1,8,1,0.0614
2,2,2,2,1,3,2,1,3,2,4,1,2,3,1,0.5581
2,3,2,3,3,2,2,1,3,2,4,1,3,32,1,0.7182
2,1,2,2,3,3,1,1,3,2,4,4,2,35,2,0.7487
3,3,2,3,3,2,1,1,3,2,4,1,3,34,2,0.9125
2,1,2,1,1,3,3,1,2,2,4,3,2,8,2,0.6982
2,2,2,2,3,1,1,1,3,2,5,2,2,35,1,0.6832
1,3,1,2,2,2,3,1,3,1,3,4,2,13,2,0.8917
2,2,2,2,3,1,1,1,1,2,5,4,2,34,1,0.771
3,1,1,2,3,3,3,1,2,2,5,1,2,28,3,0.9342
1,1,2,2,1,1,1,1,3,3,2,2,2,11,2,0.2189
2,3,3,3,2,1,3,1,3,2,4,2,3,16,3,0.9685
1,2,1,1,2,2,1,1,1,1,1,3,1,19,1,0.2089
2,2,3,3,3,1,1,1,2,3,2,2,3,25,2,0.6824
3,1,3,3,3,1,1,1,1,3,2,2,3,34,1,0.2218
2,1,2,1,1,3,3,1,2,2,5,3,2,3,3,0.934
1,3,1,1,2,2,2,0,0,1,1,3,1,23,2,0.453
2,1,2,1,1,1,1,1,1,2,5,2,2,11,2,0.6555
1,1,2,1,1,1,1,1,2,2,4,3,2,2,1,0.3487
3,2,2,2,3,1,1,1,2,2,5,2,3,26,2,0.9341
2,3,3,3,1,1,2,1,3,3,2,1,3,2,2,0.7489
1,1,2,1,1,1,2,1,1,2,4,1,1,9,1,0.1926
1,1,3,2,1,1,2,1,1,3,2,1,2,8,2,0.2053
2,2,2,2,2,2,2,1,1,1,1,4,1,21,2,0.5775
2,2,2,2,1,3,3,1,2,2,5,4,2,8,1,0.7704
2,2,2,2,3,1,1,1,2,2,4,3,2,36,2,0.819
2,2,1,2,3,3,3,1,1,2,4,1,2,28,3,0.9274
1,1,1,1,2,2,2,0,0,1,1,1,1,20,1,0.0311
2,2,2,2,3,1,1,1,1,2,4,3,2,25,2,0.8817
1,1,3,2,1,1,2,1,3,3,2,2,2,5,1,0.129
2,1,2,2,1,3,3,1,2,2,5,3,2,2,3,0.9244
2,2,2,2,1,3,3,1,2,2,4,3,2,9,1,0.6045
1,3,1,2,2,2,2,1,1,1,3,3,2,18,2,0.8092
3,2,2,2,3,2,3,1,3,3,2,3,3,26,2,0.8528
1,1,2,2,1,1,3,1,1,2,4,1,2,9,1,0.1604
1,2,2,2,1,3,3,1,1,2,4,1,2,6,1,0.3856
2,3,1,2,2,2,2,1,2,1,1,4,2,19,1,0.5356
2,1,1,1,3,3,1,1,1,3,2,2,1,30,1,0.2582
3,3,1,3,3,3,3,1,3,2,5,3,3,28,1,0.9321
2,3,2,3,2,3,3,1,2,2,4,4,3,23,2,0.9231
3,2,2,2,3,3,3,1,1,2,5,4,2,25,3,0.9891
1,1,1,1,2,2,2,0,0,3,2,4,1,13,1,0.1595
2,2,2,2,3,3,2,1,2,3,4,1,2,34,3,0.9198
3,2,2,2,3,3,3,1,1,3,2,1,2,30,1,0.4972
2,2,2,2,3,1,1,1,1,2,4,2,2,26,2,0.8461
1,1,1,1,3,3,2,1,1,1,1,4,1,31,1,0.1556
3,3,2,3,3,2,2,1,3,3,2,2,3,25,2,0.9022
1,3,1,2,2,2,2,1,3,1,3,2,2,23,2,0.741
1,3,2,2,2,2,3,1,1,1,1,4,2,24,1,0.3755
2,2,2,2,3,1,1,1,3,3,2,2,2,34,1,0.369
2,3,3,3,1,3,3,1,3,2,4,2,3,4,2,0.9082
3,1,2,2,3,3,3,1,3,2,4,1,3,34,3,0.8754
1,1,1,1,3,1,1,1,1,1,1,4,1,31,1,0.1344
2,1,2,2,3,3,3,1,2,2,4,1,2,33,1,0.3505
1,3,2,2,2,2,2,1,1,1,1,3,2,18,1,0.377
3,3,3,3,3,2,3,1,2,3,2,1,3,34,3,0.935
3,2,2,3,3,3,3,1,1,2,4,2,3,30,1,0.7011
1,1,1,1,1,1,1,0,0,1,1,4,1,7,1,0.0512
3,2,2,2,3,3,1,1,3,2,4,2,3,34,3,0.9538
2,2,2,2,3,3,2,1,2,2,5,1,2,27,1,0.7376
3,2,2,3,3,1,1,1,1,3,2,3,3,26,3,0.9147
2,3,1,2,2,2,3,1,2,1,3,1,2,23,1,0.5458
2,1,2,2,1,1,1,1,2,2,4,3,2,6,2,0.6293
1,2,1,1,2,2,1,1,1,1,1,4,1,24,1,0.2091
1,3,2,2,2,2,3,1,1,1,1,3,1,23,1,0.3443
2,2,3,3,1,3,1,1,1,3,2,1,3,6,1,0.2457
2,1,2,2,1,3,3,1,2,2,5,2,2,11,1,0.4115
2,2,2,2,2,3,1,1,3,2,5,2,2,14,3,0.965
2,3,1,2,3,1,1,1,1,2,5,3,2,25,2,0.9647
2,2,2,2,3,2,2,1,3,2,4,1,2,28,3,0.9338
1,3,2,2,2,2,2,1,3,1,3,4,2,23,2,0.8392
3,1,2,2,3,3,2,1,3,3,2,1,3,29,1,0.296
2,2,2,2,3,1,1,1,3,3,2,1,2,31,3,0.8195
3,2,1,2,3,3,3,1,3,2,4,3,3,34,2,0.9001
1,1,1,1,1,1,1,0,0,1,1,1,1,7,1,0.0245
3,1,2,2,3,3,3,1,2,3,2,2,3,34,1,0.2933
